NAME,median_income,total_population,poverty_count,state,county,poverty_rate
"Harrison County, Texas",63427.0,69098.0,10946,TEXAS,HARRISON,15.84126892240007
"Hartley County, Texas",78065.0,5369.0,270,TEXAS,HARTLEY,5.028869435649097
"Haskell County, Texas",52786.0,5408.0,773,TEXAS,HASKELL,14.293639053254436
"Hays County, Texas",79990.0,245351.0,30750,TEXAS,HAYS,12.533064874404426
"Hemphill County, Texas",67798.0,3371.0,204,TEXAS,HEMPHILL,6.051616730940373
"Henderson County, Texas",59778.0,82627.0,11986,TEXAS,HENDERSON,14.506154162682899
"Hidalgo County, Texas",49371.0,873167.0,239276,TEXAS,HIDALGO,27.40323443281755
"Hill County, Texas",60669.0,36138.0,4681,TEXAS,HILL,12.953124135259284
"Hockley County, Texas",53283.0,21495.0,3129,TEXAS,HOCKLEY,14.556873691556177
"Hood County, Texas",80013.0,62459.0,5467,TEXAS,HOOD,8.752941929906017
"Hopkins County, Texas",63766.0,37008.0,4874,TEXAS,HOPKINS,13.170125378296586
"Houston County, Texas",51043.0,22107.0,3374,TEXAS,HOUSTON,15.262134165648888
"Howard County, Texas",67243.0,34488.0,4428,TEXAS,HOWARD,12.839248434237996
"Hudspeth County, Texas",35163.0,3329.0,620,TEXAS,HUDSPETH,18.62421147491739
"Hunt County, Texas",66885.0,101596.0,12082,TEXAS,HUNT,11.892200480333871
"Hutchinson County, Texas",62211.0,20595.0,2114,TEXAS,HUTCHINSON,10.264627336732216
"Irion County, Texas",54708.0,1561.0,116,TEXAS,IRION,7.431133888532991
"Jack County, Texas",58861.0,8588.0,1096,TEXAS,JACK,12.761993479273404
"Jackson County, Texas",67176.0,15010.0,1770,TEXAS,JACKSON,11.792138574283811
"Jasper County, Texas",48818.0,33032.0,7291,TEXAS,JASPER,22.072535722935335
"Jeff Davis County, Texas",38125.0,1992.0,480,TEXAS,JEFF DAVIS,24.096385542168676
"Jefferson County, Texas",57294.0,254942.0,43498,TEXAS,JEFFERSON,17.06191996610994
"Jim Hogg County, Texas",42292.0,4830.0,1364,TEXAS,JIM HOGG,28.240165631469978
"Jim Wells County, Texas",46626.0,39060.0,8731,TEXAS,JIM WELLS,22.35279057859703
"Johnson County, Texas",77058.0,182690.0,19045,TEXAS,JOHNSON,10.424763260167497
"Jones County, Texas",59361.0,19758.0,1924,TEXAS,JONES,9.737827715355806
"Karnes County, Texas",57798.0,14805.0,2355,TEXAS,KARNES,15.906788247213779
"Kaufman County, Texas",84075.0,149773.0,14486,TEXAS,KAUFMAN,9.671970248309107
"Kendall County, Texas",104196.0,45376.0,2280,TEXAS,KENDALL,5.024682651622003
"Kenedy County, Texas",45455.0,116.0,3,TEXAS,KENEDY,2.586206896551724
"Kent County, Texas",68553.0,635.0,46,TEXAS,KENT,7.244094488188976
"Kerr County, Texas",66713.0,52810.0,6395,TEXAS,KERR,12.109448967998485
"Kimble County, Texas",62386.0,4316.0,528,TEXAS,KIMBLE,12.233549582947173
"King County, Texas",59375.0,216.0,60,TEXAS,KING,27.77777777777778
"Kinney County, Texas",52386.0,3157.0,459,TEXAS,KINNEY,14.539119417168198
"Kleberg County, Texas",52487.0,30860.0,8885,TEXAS,KLEBERG,28.791315618924173
"Knox County, Texas",48750.0,3333.0,366,TEXAS,KNOX,10.981098109810981
"Lamar County, Texas",58246.0,50149.0,7892,TEXAS,LAMAR,15.737103431773317
"Lamb County, Texas",54519.0,13024.0,2233,TEXAS,LAMB,17.14527027027027
"Lampasas County, Texas",73269.0,21829.0,2052,TEXAS,LAMPASAS,9.40033899857987
"La Salle County, Texas",62798.0,6965.0,1683,TEXAS,LA SALLE,24.163675520459442
"Lavaca County, Texas",58530.0,20379.0,2035,TEXAS,LAVACA,9.985769664851073
"Lee County, Texas",66448.0,17543.0,2258,TEXAS,LEE,12.871230690303825
"Leon County, Texas",57363.0,15928.0,2277,TEXAS,LEON,14.295580110497239
"Liberty County, Texas",59605.0,93523.0,15410,TEXAS,LIBERTY,16.47723020005774
"Limestone County, Texas",53102.0,22222.0,4600,TEXAS,LIMESTONE,20.70020700207002
"Lipscomb County, Texas",71625.0,3038.0,409,TEXAS,LIPSCOMB,13.462804476629362
"Live Oak County, Texas",55949.0,11374.0,2081,TEXAS,LIVE OAK,18.296113944082997
"Llano County, Texas",64241.0,21637.0,2420,TEXAS,LLANO,11.184544992374173
"Loving County, Texas",-666666666.0,96.0,5,TEXAS,LOVING,5.208333333333334
"Lubbock County, Texas",61911.0,311509.0,51472,TEXAS,LUBBOCK,16.523439130169592
"Lynn County, Texas",52996.0,5619.0,1041,TEXAS,LYNN,18.526428190069407
"McCulloch County, Texas",53214.0,7638.0,1005,TEXAS,MCCULLOCH,13.157894736842104
"McLennan County, Texas",59781.0,261090.0,44851,TEXAS,MCLENNAN,17.1783676127006
"McMullen County, Texas",60313.0,670.0,100,TEXAS,MCMULLEN,14.925373134328357
"Madison County, Texas",65768.0,13556.0,1403,TEXAS,MADISON,10.349660666863382
"Marion County, Texas",48040.0,9668.0,1502,TEXAS,MARION,15.53578816714936
"Martin County, Texas",70217.0,5228.0,873,TEXAS,MARTIN,16.698546289211937
"Mason County, Texas",77583.0,3959.0,195,TEXAS,MASON,4.925486233897449
"Matagorda County, Texas",56412.0,36251.0,7798,TEXAS,MATAGORDA,21.51113072742821
"Maverick County, Texas",48497.0,57806.0,13473,TEXAS,MAVERICK,23.3072691416116
"Medina County, Texas",73060.0,51432.0,5045,TEXAS,MEDINA,9.8090682843366
"Menard County, Texas",40945.0,1964.0,431,TEXAS,MENARD,21.945010183299388
"Midland County, Texas",90123.0,169393.0,18020,TEXAS,MIDLAND,10.637983860017828
"Milam County, Texas",56985.0,25080.0,3505,TEXAS,MILAM,13.975279106858055
"Mills County, Texas",59315.0,4501.0,297,TEXAS,MILLS,6.598533659186848
"Mitchell County, Texas",49869.0,8947.0,1042,TEXAS,MITCHELL,11.646361909019783
"Montague County, Texas",63336.0,20197.0,2573,TEXAS,MONTAGUE,12.739515769668763
"Montgomery County, Texas",95946.0,629989.0,55202,TEXAS,MONTGOMERY,8.7623752160752
"Moore County, Texas",59041.0,21284.0,2839,TEXAS,MOORE,13.338658146964857
"Morris County, Texas",51532.0,11993.0,1844,TEXAS,MORRIS,15.375635787542732
"Motley County, Texas",66528.0,1223.0,115,TEXAS,MOTLEY,9.403107113654947
"Nacogdoches County, Texas",51153.0,64768.0,13339,TEXAS,NACOGDOCHES,20.595046936758894
"Navarro County, Texas",56261.0,52834.0,8502,TEXAS,NAVARRO,16.091910512170195
"Newton County, Texas",38871.0,12333.0,2944,TEXAS,NEWTON,23.87091543014676
"Nolan County, Texas",47437.0,14657.0,2230,TEXAS,NOLAN,15.214573241454596
"Nueces County, Texas",64027.0,353245.0,59784,TEXAS,NUECES,16.92423105776444
"Ochiltree County, Texas",62240.0,9924.0,1200,TEXAS,OCHILTREE,12.091898428053206
"Oldham County, Texas",71103.0,2171.0,318,TEXAS,OLDHAM,14.647627821280516
"Orange County, Texas",71910.0,84761.0,9995,TEXAS,ORANGE,11.791979802031594
"Palo Pinto County, Texas",65242.0,28569.0,4473,TEXAS,PALO PINTO,15.656830830620603
"Panola County, Texas",58205.0,22540.0,3078,TEXAS,PANOLA,13.655723158828748
"Parker County, Texas",95721.0,151188.0,11791,TEXAS,PARKER,7.798899383548958
"Parmer County, Texas",65575.0,9809.0,924,TEXAS,PARMER,9.419920481190744
"Pecos County, Texas",59325.0,15114.0,2926,TEXAS,PECOS,19.359534206695777
"Polk County, Texas",57315.0,50536.0,7654,TEXAS,POLK,15.145638752572424
"Potter County, Texas",47974.0,117905.0,23029,TEXAS,POTTER,19.53182647046351
"Presidio County, Texas",29012.0,6168.0,2465,TEXAS,PRESIDIO,39.96433203631648
"Rains County, Texas",60291.0,12257.0,1338,TEXAS,RAINS,10.916211144652035
"Randall County, Texas",78038.0,141489.0,13072,TEXAS,RANDALL,9.238880761048563
"Reagan County, Texas",70319.0,3308.0,236,TEXAS,REAGAN,7.134220072551391
"Real County, Texas",46842.0,2830.0,636,TEXAS,REAL,22.473498233215548
"Red River County, Texas",44583.0,11627.0,2310,TEXAS,RED RIVER,19.867549668874172
"Reeves County, Texas",57487.0,14022.0,2704,TEXAS,REEVES,19.283982313507344
"Refugio County, Texas",54304.0,6718.0,1068,TEXAS,REFUGIO,15.897588568026197
"Roberts County, Texas",62667.0,764.0,112,TEXAS,ROBERTS,14.659685863874344
"Robertson County, Texas",59410.0,16912.0,2380,TEXAS,ROBERTSON,14.072847682119205
"Rockwall County, Texas",121303.0,110631.0,4575,TEXAS,ROCKWALL,4.135368929142826
"Runnels County, Texas",55424.0,9858.0,1136,TEXAS,RUNNELS,11.523635625887604
"Rusk County, Texas",61661.0,52755.0,6416,TEXAS,RUSK,12.161880390484313
"Sabine County, Texas",47061.0,9980.0,1705,TEXAS,SABINE,17.084168336673347
"San Augustine County, Texas",45888.0,7920.0,2093,TEXAS,SAN AUGUSTINE,26.426767676767675
"San Jacinto County, Texas",54839.0,27666.0,4780,TEXAS,SAN JACINTO,17.27752475963276
"San Patricio County, Texas",63842.0,68942.0,10701,TEXAS,SAN PATRICIO,15.521742914333789
"San Saba County, Texas",54087.0,5779.0,736,TEXAS,SAN SABA,12.735767433812079
"Schleicher County, Texas",53774.0,2474.0,357,TEXAS,SCHLEICHER,14.430072756669363
"Scurry County, Texas",58932.0,16883.0,1757,TEXAS,SCURRY,10.406918201741396
"Shackelford County, Texas",60924.0,3134.0,350,TEXAS,SHACKELFORD,11.167836630504148
"Shelby County, Texas",49231.0,24157.0,5575,TEXAS,SHELBY,23.078196795959762
"Sherman County, Texas",66169.0,2414.0,198,TEXAS,SHERMAN,8.20215410107705
"Smith County, Texas",69053.0,234667.0,28799,TEXAS,SMITH,12.272283704142465
"Somervell County, Texas",87899.0,9337.0,667,TEXAS,SOMERVELL,7.1436221484416835
"Starr County, Texas",35979.0,65716.0,21796,TEXAS,STARR,33.16696086189056
"Stephens County, Texas",44712.0,9260.0,1467,TEXAS,STEPHENS,15.842332613390928
"Sterling County, Texas",63558.0,1392.0,24,TEXAS,STERLING,1.7241379310344827
"Stonewall County, Texas",66591.0,1331.0,91,TEXAS,STONEWALL,6.836964688204357
"Sutton County, Texas",56778.0,3345.0,551,TEXAS,SUTTON,16.47234678624813
"Swisher County, Texas",40290.0,6989.0,1879,TEXAS,SWISHER,26.88510516525969
"Tarrant County, Texas",78872.0,2113854.0,229643,TEXAS,TARRANT,10.863711495685132
"Taylor County, Texas",61806.0,143029.0,19947,TEXAS,TAYLOR,13.946122814254453
"Terrell County, Texas",52813.0,862.0,55,TEXAS,TERRELL,6.380510440835267
"Terry County, Texas",42694.0,11816.0,2464,TEXAS,TERRY,20.85308056872038
"Throckmorton County, Texas",55221.0,1439.0,201,TEXAS,THROCKMORTON,13.968033356497568
"Titus County, Texas",57634.0,31301.0,5674,TEXAS,TITUS,18.127216382863168
"Tom Green County, Texas",67215.0,119276.0,13332,TEXAS,TOM GREEN,11.17743720446695
"Travis County, Texas",92731.0,1289054.0,142451,TEXAS,TRAVIS,11.050817110842525
"Trinity County, Texas",51165.0,13735.0,1925,TEXAS,TRINITY,14.015289406625408
"Tyler County, Texas",50898.0,19962.0,3184,TEXAS,TYLER,15.950305580603146
"Upshur County, Texas",60456.0,41261.0,5900,TEXAS,UPSHUR,14.299217178449384
"Upton County, Texas",55284.0,3284.0,655,TEXAS,UPTON,19.94518879415347
"Uvalde County, Texas",55000.0,24833.0,5791,TEXAS,UVALDE,23.31977610437724
"Val Verde County, Texas",57250.0,47693.0,7418,TEXAS,VAL VERDE,15.55364518902145
"Van Zandt County, Texas",62334.0,60053.0,7760,TEXAS,VAN ZANDT,12.921918971575108
"Victoria County, Texas",66308.0,91209.0,14870,TEXAS,VICTORIA,16.30321569143396
"Walker County, Texas",47193.0,77182.0,11841,TEXAS,WALKER,15.341659972532456
"Waller County, Texas",71643.0,57463.0,6890,TEXAS,WALLER,11.9903242086212
"Ward County, Texas",70771.0,11347.0,1530,TEXAS,WARD,13.483740195646426
"Washington County, Texas",70043.0,35807.0,3988,TEXAS,WASHINGTON,11.137487083531154
"Webb County, Texas",59984.0,267282.0,56471,TEXAS,WEBB,21.12787243435772
"Wharton County, Texas",59712.0,41614.0,5998,TEXAS,WHARTON,14.413418561061182
"Wheeler County, Texas",58158.0,4980.0,896,TEXAS,WHEELER,17.991967871485944
"Wichita County, Texas",58862.0,129584.0,18483,TEXAS,WICHITA,14.263334979627116
"Wilbarger County, Texas",50769.0,12795.0,2244,TEXAS,WILBARGER,17.53810082063306
"Willacy County, Texas",42839.0,20308.0,5032,TEXAS,WILLACY,24.778412448296237
"Williamson County, Texas",102851.0,617396.0,38840,TEXAS,WILLIAMSON,6.290938068921729
"Wilson County, Texas",89708.0,50381.0,5112,TEXAS,WILSON,10.146682281018638
"Winkler County, Texas",89155.0,7582.0,947,TEXAS,WINKLER,12.490108150883671
"Wise County, Texas",85385.0,70062.0,6230,TEXAS,WISE,8.892124118637778
"Wood County, Texas",61748.0,45341.0,5497,TEXAS,WOOD,12.123684965042676
"Yoakum County, Texas",80317.0,7630.0,1036,TEXAS,YOAKUM,13.577981651376147
"Young County, Texas",65565.0,17903.0,2767,TEXAS,YOUNG,15.455510249678825
"Zapata County, Texas",35061.0,13896.0,5109,TEXAS,ZAPATA,36.765975820379964
"Zavala County, Texas",49243.0,9700.0,2987,TEXAS,ZAVALA,30.79381443298969
"Beaver County, Utah",80268.0,7102.0,485,UTAH,BEAVER,6.829062235989862
"Box Elder County, Utah",72769.0,58291.0,4719,UTAH,BOX ELDER,8.095589370571785
"Cache County, Utah",72719.0,134428.0,17695,UTAH,CACHE,13.163180289820572
"Carbon County, Utah",53734.0,20338.0,3317,UTAH,CARBON,16.309371619628283
"Daggett County, Utah",61250.0,638.0,46,UTAH,DAGGETT,7.210031347962382
"Davis County, Utah",101285.0,363032.0,21786,UTAH,DAVIS,6.001123867868397
"Duchesne County, Utah",70821.0,19779.0,2625,UTAH,DUCHESNE,13.271651751858032
"Emery County, Utah",67056.0,9898.0,1156,UTAH,EMERY,11.679127096383107
"Garfield County, Utah",56481.0,5121.0,787,UTAH,GARFIELD,15.368092169498146
"Grand County, Utah",59171.0,9680.0,1505,UTAH,GRAND,15.547520661157025
"Iron County, Utah",63005.0,58068.0,8109,UTAH,IRON,13.964662120272783
"Juab County, Utah",88048.0,11943.0,1009,UTAH,JUAB,8.448463535125178
"Kane County, Utah",70327.0,7814.0,978,UTAH,KANE,12.515996928589711
"Millard County, Utah",69403.0,13027.0,1439,UTAH,MILLARD,11.046288477776924
"Morgan County, Utah",120854.0,12367.0,213,UTAH,MORGAN,1.7223255437858818
"Piute County, Utah",33359.0,1764.0,365,UTAH,PIUTE,20.691609977324262
"Rich County, Utah",69250.0,2543.0,203,UTAH,RICH,7.982697601258357
"Salt Lake County, Utah",90011.0,1180643.0,94306,UTAH,SALT LAKE,7.9876812889247635
"San Juan County, Utah",52108.0,14524.0,2937,UTAH,SAN JUAN,20.221702010465435
"Sanpete County, Utah",64356.0,28816.0,3888,UTAH,SANPETE,13.492504164353136
"Sevier County, Utah",66972.0,21667.0,2501,UTAH,SEVIER,11.542899340010154
"Summit County, Utah",126392.0,42524.0,2218,UTAH,SUMMIT,5.215878092371367
"Tooele County, Utah",95545.0,74032.0,3322,UTAH,TOOELE,4.487248757294143
"Uintah County, Utah",67983.0,35951.0,4105,UTAH,UINTAH,11.41831937915496
"Utah County, Utah",91263.0,666021.0,57565,UTAH,UTAH,8.643120862555385
"Wasatch County, Utah",104855.0,35009.0,1864,UTAH,WASATCH,5.324345168385272
"Washington County, Utah",71976.0,183297.0,15967,UTAH,WASHINGTON,8.710999088910349
"Wayne County, Utah",64870.0,2532.0,212,UTAH,WAYNE,8.372827804107425
"Weber County, Utah",82291.0,262960.0,19866,UTAH,WEBER,7.554761180407667
"Addison County, Vermont",85870.0,37434.0,2577,VERMONT,ADDISON,6.884116044237859
"Bennington County, Vermont",68558.0,37326.0,4059,VERMONT,BENNINGTON,10.87445748271982
"Caledonia County, Vermont",62964.0,30418.0,3500,VERMONT,CALEDONIA,11.506344927345651
"Chittenden County, Vermont",89494.0,168309.0,17754,VERMONT,CHITTENDEN,10.548455519312693
"Essex County, Vermont",55247.0,5976.0,789,VERMONT,ESSEX,13.20281124497992
"Franklin County, Vermont",73633.0,50101.0,5151,VERMONT,FRANKLIN,10.281231911538692
"Grand Isle County, Vermont",86639.0,7335.0,544,VERMONT,GRAND ISLE,7.41649625085208
"Lamoille County, Vermont",69886.0,25977.0,2177,VERMONT,LAMOILLE,8.380490433845326
"Orange County, Vermont",74534.0,29439.0,2662,VERMONT,ORANGE,9.042426712863888
"Orleans County, Vermont",63981.0,27459.0,2610,VERMONT,ORLEANS,9.50508030154048
"Rutland County, Vermont",62641.0,60585.0,6677,VERMONT,RUTLAND,11.02087975571511
"Washington County, Vermont",77278.0,59768.0,5703,VERMONT,WASHINGTON,9.541895328603935
"Windham County, Vermont",65473.0,45857.0,5563,VERMONT,WINDHAM,12.131190439845607
"Windsor County, Vermont",69492.0,57832.0,4973,VERMONT,WINDSOR,8.599045511135703
"Accomack County, Virginia",52694.0,33367.0,5240,VIRGINIA,ACCOMACK,15.70413881979201
"Albemarle County, Virginia",97708.0,112513.0,7378,VIRGINIA,ALBEMARLE,6.557464470772266
"Alleghany County, Virginia",52546.0,15159.0,2035,VIRGINIA,ALLEGHANY,13.424368362029156
"Amelia County, Virginia",63438.0,13309.0,1469,VIRGINIA,AMELIA,11.037643699752048
"Amherst County, Virginia",64454.0,31426.0,3452,VIRGINIA,AMHERST,10.984535098326226
"Appomattox County, Virginia",60041.0,16253.0,2225,VIRGINIA,APPOMATTOX,13.689780348243403
"Arlington County, Virginia",137387.0,235845.0,15527,VIRGINIA,ARLINGTON,6.5835612372532815
"Augusta County, Virginia",76124.0,77433.0,5981,VIRGINIA,AUGUSTA,7.724096961243915
"Bath County, Virginia",55699.0,4177.0,956,VIRGINIA,BATH,22.88723964567872
"Bedford County, Virginia",74773.0,79761.0,7161,VIRGINIA,BEDFORD,8.978071990070335
"Bland County, Virginia",59901.0,6241.0,564,VIRGINIA,BLAND,9.037013299150777
"Botetourt County, Virginia",77680.0,33734.0,2397,VIRGINIA,BOTETOURT,7.105590798600818
"Brunswick County, Virginia",52678.0,15965.0,2346,VIRGINIA,BRUNSWICK,14.694644534920137
"Buchanan County, Virginia",39591.0,20246.0,4878,VIRGINIA,BUCHANAN,24.09364812802529
"Buckingham County, Virginia",59894.0,16869.0,2083,VIRGINIA,BUCKINGHAM,12.3480941371747
"Campbell County, Virginia",59022.0,55518.0,5460,VIRGINIA,CAMPBELL,9.834648222198206
"Caroline County, Virginia",83562.0,31181.0,3435,VIRGINIA,CAROLINE,11.016324043488021
"Carroll County, Virginia",49113.0,29126.0,4411,VIRGINIA,CARROLL,15.144544393325551
"Charles City County, Virginia",65573.0,6760.0,836,VIRGINIA,CHARLES CITY,12.366863905325443
"Charlotte County, Virginia",51548.0,11563.0,2304,VIRGINIA,CHARLOTTE,19.92562483784485
"Chesterfield County, Virginia",95757.0,366019.0,24163,VIRGINIA,CHESTERFIELD,6.601569863859526
"Clarke County, Virginia",107475.0,14882.0,789,VIRGINIA,CLARKE,5.301706759844107
"Craig County, Virginia",66286.0,4898.0,518,VIRGINIA,CRAIG,10.575745202123315
"Culpeper County, Virginia",92359.0,52822.0,3752,VIRGINIA,CULPEPER,7.103100980652001
"Cumberland County, Virginia",56497.0,9697.0,770,VIRGINIA,CUMBERLAND,7.940600185624421
"Dickenson County, Virginia",40143.0,14089.0,3062,VIRGINIA,DICKENSON,21.733267087798993
"Dinwiddie County, Virginia",77225.0,28057.0,3014,VIRGINIA,DINWIDDIE,10.742417222083615
"Essex County, Virginia",52335.0,10602.0,1797,VIRGINIA,ESSEX,16.949632144878322
"Fairfax County, Virginia",145165.0,1145354.0,67901,VIRGINIA,FAIRFAX,5.928385459866557
"Fauquier County, Virginia",122785.0,73290.0,4241,VIRGINIA,FAUQUIER,5.786601173420658
"Floyd County, Virginia",57146.0,15532.0,1453,VIRGINIA,FLOYD,9.354880247231522
"Fluvanna County, Virginia",90766.0,27442.0,1561,VIRGINIA,FLUVANNA,5.688360906639458
"Franklin County, Virginia",66275.0,54838.0,7046,VIRGINIA,FRANKLIN,12.8487545132937
"Frederick County, Virginia",92443.0,92007.0,6114,VIRGINIA,FREDERICK,6.645146564935277
"Giles County, Virginia",61987.0,16711.0,1596,VIRGINIA,GILES,9.550595416192927
"Gloucester County, Virginia",83750.0,38875.0,2846,VIRGINIA,GLOUCESTER,7.320900321543408
"Goochland County, Virginia",105600.0,24906.0,1009,VIRGINIA,GOOCHLAND,4.051232634706496
"Grayson County, Virginia",43348.0,15356.0,2700,VIRGINIA,GRAYSON,17.582703829122167
"Greene County, Virginia",81338.0,20631.0,2273,VIRGINIA,GREENE,11.017400998497406
"Greensville County, Virginia",51823.0,11373.0,1090,VIRGINIA,GREENSVILLE,9.584102699375714
"Halifax County, Virginia",49145.0,34013.0,4867,VIRGINIA,HALIFAX,14.309234704377738
"Hanover County, Virginia",104678.0,110513.0,5620,VIRGINIA,HANOVER,5.085374571317402
"Henrico County, Virginia",82424.0,333120.0,27770,VIRGINIA,HENRICO,8.33633525456292
"Henry County, Virginia",43694.0,50760.0,8035,VIRGINIA,HENRY,15.829393223010243
"Highland County, Virginia",57070.0,2247.0,230,VIRGINIA,HIGHLAND,10.235870048954162
"Isle of Wight County, Virginia",91680.0,38898.0,3771,VIRGINIA,ISLE OF WIGHT,9.69458583988894
"James City County, Virginia",100711.0,78818.0,5675,VIRGINIA,JAMES CITY,7.200131949554671
"King and Queen County, Virginia",70147.0,6681.0,1330,VIRGINIA,KING AND QUEEN,19.907199521029785
"King George County, Virginia",103264.0,26985.0,1846,VIRGINIA,KING GEORGE,6.840837502316102
"King William County, Virginia",79398.0,17845.0,1420,VIRGINIA,KING WILLIAM,7.957411039506865
"Lancaster County, Virginia",62674.0,10866.0,1489,VIRGINIA,LANCASTER,13.703294680655254
"Lee County, Virginia",41619.0,22287.0,5380,VIRGINIA,LEE,24.139632969892762
"Loudoun County, Virginia",170463.0,420773.0,15706,VIRGINIA,LOUDOUN,3.7326539488037493
"Louisa County, Virginia",76594.0,38106.0,4120,VIRGINIA,LOUISA,10.811945625360837
"Lunenburg County, Virginia",54438.0,11988.0,1445,VIRGINIA,LUNENBURG,12.05372038705372
"Madison County, Virginia",74586.0,13828.0,1083,VIRGINIA,MADISON,7.831935203934047
"Mathews County, Virginia",79054.0,8537.0,578,VIRGINIA,MATHEWS,6.7705282886259806
"Mecklenburg County, Virginia",51265.0,30367.0,5508,VIRGINIA,MECKLENBURG,18.138110448842493
"Middlesex County, Virginia",69389.0,10738.0,990,VIRGINIA,MIDDLESEX,9.219593965356678
"Montgomery County, Virginia",65270.0,99373.0,22144,VIRGINIA,MONTGOMERY,22.283718917613438
"Nelson County, Virginia",64028.0,14773.0,1950,VIRGINIA,NELSON,13.19975631219116
"New Kent County, Virginia",113120.0,23296.0,889,VIRGINIA,NEW KENT,3.8161057692307696
"Northampton County, Virginia",54693.0,12132.0,1983,VIRGINIA,NORTHAMPTON,16.345202769535113
"Northumberland County, Virginia",64655.0,12007.0,1767,VIRGINIA,NORTHUMBERLAND,14.716415424335805
"Nottoway County, Virginia",62366.0,15638.0,2652,VIRGINIA,NOTTOWAY,16.958690369612484
"Orange County, Virginia",87309.0,36593.0,4670,VIRGINIA,ORANGE,12.762003661902549
"Page County, Virginia",56760.0,23753.0,2361,VIRGINIA,PAGE,9.939797078263798
"Patrick County, Virginia",49180.0,17660.0,1964,VIRGINIA,PATRICK,11.121177802944507
"Pittsylvania County, Virginia",52619.0,60541.0,9714,VIRGINIA,PITTSYLVANIA,16.045324656018238
"Powhatan County, Virginia",108089.0,30503.0,1305,VIRGINIA,POWHATAN,4.278267711372652
"Prince Edward County, Virginia",57304.0,21922.0,2988,VIRGINIA,PRINCE EDWARD,13.630143235106285
"Prince George County, Virginia",80318.0,42634.0,3040,VIRGINIA,PRINCE GEORGE,7.1304592578693065
"Prince William County, Virginia",123193.0,481114.0,28768,VIRGINIA,PRINCE WILLIAM,5.979456012504313
"Pulaski County, Virginia",59740.0,33841.0,4261,VIRGINIA,PULASKI,12.591235483585
"Rappahannock County, Virginia",98663.0,7422.0,565,VIRGINIA,RAPPAHANNOCK,7.612503368364322
"Richmond County, Virginia",62708.0,8968.0,556,VIRGINIA,RICHMOND,6.199821587867975
"Roanoke County, Virginia",80872.0,96653.0,6665,VIRGINIA,ROANOKE,6.895802510010037
"Rockbridge County, Virginia",61903.0,22673.0,1983,VIRGINIA,ROCKBRIDGE,8.746085652538262
"Rockingham County, Virginia",73232.0,83905.0,7161,VIRGINIA,ROCKINGHAM,8.534652285322686
"Russell County, Virginia",44088.0,25763.0,4925,VIRGINIA,RUSSELL,19.116562512129796
"Scott County, Virginia",44535.0,21536.0,3523,VIRGINIA,SCOTT,16.35865527488856
"Shenandoah County, Virginia",62149.0,44337.0,5504,VIRGINIA,SHENANDOAH,12.414010871281322
"Smyth County, Virginia",45061.0,29799.0,5460,VIRGINIA,SMYTH,18.32276250880902
"Southampton County, Virginia",67813.0,18003.0,1384,VIRGINIA,SOUTHAMPTON,7.687607620952064
"Spotsylvania County, Virginia",105068.0,141097.0,10308,VIRGINIA,SPOTSYLVANIA,7.30561245100888
"Stafford County, Virginia",128036.0,157606.0,8268,VIRGINIA,STAFFORD,5.245993172848749
"Surry County, Virginia",68655.0,6546.0,870,VIRGINIA,SURRY,13.290559120073327
"Sussex County, Virginia",59195.0,10866.0,1198,VIRGINIA,SUSSEX,11.025216270936868
"Tazewell County, Virginia",46508.0,40392.0,7035,VIRGINIA,TAZEWELL,17.416815210932857
"Warren County, Virginia",79313.0,40800.0,4771,VIRGINIA,WARREN,11.693627450980394
"Washington County, Virginia",59116.0,53985.0,6303,VIRGINIA,WASHINGTON,11.675465407057516
"Westmoreland County, Virginia",56647.0,18480.0,2935,VIRGINIA,WESTMORELAND,15.882034632034634
"Wise County, Virginia",47541.0,36105.0,6612,VIRGINIA,WISE,18.313253012048193
"Wythe County, Virginia",53921.0,28275.0,4811,VIRGINIA,WYTHE,17.01503094606543
"York County, Virginia",105154.0,70238.0,3262,VIRGINIA,YORK,4.644209687063983
"Alexandria city, Virginia",113179.0,157594.0,13760,VIRGINIA,ALEXANDRIA CITY,8.731296876784649
"Bristol city, Virginia",45250.0,17036.0,2840,VIRGINIA,BRISTOL CITY,16.67057994834468
"Buena Vista city, Virginia",48783.0,6639.0,1334,VIRGINIA,BUENA VISTA CITY,20.093387558367223
"Charlottesville city, Virginia",67177.0,46289.0,10254,VIRGINIA,CHARLOTTESVILLE CITY,22.15213117587332
"Chesapeake city, Virginia",92703.0,249377.0,18669,VIRGINIA,CHESAPEAKE CITY,7.486255749327324
"Colonial Heights city, Virginia",72216.0,18158.0,1826,VIRGINIA,COLONIAL HEIGHTS CITY,10.056173587399494
"Covington city, Virginia",45737.0,5722.0,951,VIRGINIA,COVINGTON CITY,16.62006291506466
"Danville city, Virginia",41484.0,42507.0,10350,VIRGINIA,DANVILLE CITY,24.348930764344694
"Emporia city, Virginia",41442.0,5680.0,939,VIRGINIA,EMPORIA CITY,16.531690140845072
"Fairfax city, Virginia",128708.0,24242.0,2337,VIRGINIA,FAIRFAX CITY,9.64029370513984
"Falls Church city, Virginia",164536.0,14576.0,338,VIRGINIA,FALLS CHURCH CITY,2.318880351262349
"Franklin city, Virginia",57537.0,8194.0,1506,VIRGINIA,FRANKLIN CITY,18.379301928240178
